-4.082482904638630727e-01	7.071067811865474617e-01	-5.773502691896258421e-01	2.225871048192354928e-01	-8.927679668311749861e-01	3.916890835449982067e-01
8.164965809277261455e-01	0.000000000000000000e+00	-5.773502691896258421e-01	-6.570657064356592025e-01	1.594308744920668319e-01	7.367811436816926740e-01
-4.082482904638630727e-01	-7.071067811865474617e-01	-5.773502691896258421e-01	-7.202219367628277524e-01	-4.213634460401434190e-01	-5.511199580370649276e-01
0.000000000000000000e+00	5.773502691896258421e-01	-8.164965809277261455e-01	-1.594308744920668319e-01	-7.367811436816926740e-01	6.570657064356592025e-01
-7.071067811865474617e-01	5.773502691896258421e-01	4.082482904638630727e-01	8.927679668311749861e-01	-3.916890835449982067e-01	-2.225871048192354373e-01
7.071067811865474617e-01	5.773502691896258421e-01	4.082482904638630727e-01	4.213634460401434190e-01	5.511199580370650386e-01	7.202219367628278635e-01
4.082482904638630727e-01	9.128709291752769017e-01	0.000000000000000000e+00	4.724978559622302621e-01	-3.212478274918362242e-02	8.807461464260932793e-01
-8.164965809277261455e-01	3.651483716701107163e-01	4.472135954999579277e-01	8.137401717559543668e-01	-3.679047808418823839e-01	-4.499700046717295399e-01
4.082482904638630727e-01	-1.825741858350553581e-01	8.944271909999158554e-01	3.384859066219526036e-01	9.293083829208710345e-01	-1.476929939141001236e-01
4.082482904638630727e-01	8.728715609439695600e-01	2.672612419124243965e-01	6.240057717496415579e-01	1.593825012695350984e-01	7.649928203010801786e-01
-8.164965809277261455e-01	2.182178902359923900e-01	5.345224838248487931e-01	7.739924430164695224e-01	-2.607220281472489298e-01	-5.770266217361053052e-01
4.082482904638630727e-01	-4.364357804719847800e-01	8.017837257372731896e-01	1.074825333555712858e-01	9.521666042914190831e-01	-2.860529019178388865e-01
4.082482904638630727e-01	8.017837257372731896e-01	-4.364357804719847800e-01	1.074825333555712858e-01	-2.860529019178388865e-01	9.521666042914190831e-01
-8.164965809277261455e-01	5.345224838248487931e-01	2.182178902359923900e-01	7.739924430164694114e-01	-5.770266217361053052e-01	-2.607220281472489853e-01
4.082482904638630727e-01	2.672612419124243965e-01	8.728715609439695600e-01	6.240057717496415579e-01	7.649928203010802896e-01	1.593825012695350707e-01
4.082482904638630727e-01	8.616404368553290949e-01	-3.015113445777636292e-01	2.373366313637559344e-01	-2.160555150277100878e-01	9.470962664053825808e-01
-8.164965809277261455e-01	4.923659639173308955e-01	3.015113445777636292e-01	8.014170659726382873e-01	-5.074454788724185317e-01	-3.165908595328513209e-01
4.082482904638630727e-01	1.230914909793327239e-01	9.045340337332908875e-01	5.490009196537947167e-01	8.341577191383250378e-01	5.271517638436684638e-02
5.773502691896258421e-01	7.925939239012169679e-01	-1.961161351381840168e-01	2.052017694454799646e-01	-1.004188526611110577e-02	9.786681737732897401e-01
5.773502691896258421e-01	-2.264554068289191258e-01	7.844645405527360671e-01	1.795559994193360320e-01	9.833616754378808889e-01	-2.755827194377424849e-02
5.773502691896258421e-01	-5.661385170722977866e-01	-5.883484054145520226e-01	-9.621080380544416721e-01	1.813807482074817345e-01	2.035906365497360260e-01
